Date,net_return
2008-01-09,0.0
2008-01-10,0.0
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,0.0
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-25,0.0
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,0.0
2008-01-31,0.0
2008-02-01,0.003482427989912074
2008-02-04,0.023554943313854482
2008-02-05,0.005009454113385272
2008-02-06,-0.007714087626030786
2008-02-07,0.007725485786195784
2008-02-08,0.0055365064305121095
2008-02-11,-0.011452473076533987
2008-02-12,-0.0038921908391079886
2008-02-13,-0.0008471199399719962
2008-02-14,0.01832724451630357
2008-02-15,-0.015149033979882522
2008-02-19,0.010774706606557974
2008-02-20,-0.0077294887879643115
2008-02-21,-0.006984406223411588
2008-02-22,0.009109427443023389
2008-02-25,0.02928727788729282
2008-02-26,0.009747542638869965
2008-02-27,0.0040384622596912455
2008-02-28,-0.015533691880862443
2008-02-29,-0.006939723798855789
2008-03-03,0.012260535519298345
2008-03-04,-0.009290331955949329
2008-03-05,0.006161842973247289
2008-03-06,-6.803864040807453e-05
2008-03-07,-0.04616938470662616
2008-03-10,0.034976525076264364
2008-03-11,0.013594433018275141
2008-03-12,0.0061352345860770305
2008-03-13,-0.004599546006403822
2008-03-14,-0.021502111473279517
2008-03-17,0.005890298837493214
2008-03-18,0.0037014609180441305
2008-03-19,-0.028694163424368313
2008-03-20,-0.046653137144938864
2008-03-24,0.01680790075964704
2008-03-25,0.024696352154818343
2008-03-26,0.013350763535281219
2008-03-27,-0.0030396188613824437
2008-03-28,-0.02561848361496693
2008-03-31,-0.05442720561242222
2008-04-01,0.0026345515920456557
2008-04-02,0.023814553932744054
2008-04-03,0.008764135315493849
2008-04-04,0.014008251901479163
2008-04-07,-0.031108980668702296
2008-04-08,0.0030700349021676636
2008-04-09,0.028001362301855834
2008-04-10,0.0059695011797144
2008-04-11,-0.014836103465175832
2008-04-14,0.005597226274652712
2008-04-15,-0.0499225850775725
2008-04-16,-0.013267071868001737
2008-04-17,-0.0016261484445030836
2008-04-18,-0.012304554496799923
2008-04-21,-0.03221644124723946
2008-04-22,0.02589329986995881
2008-04-23,-0.0223538449683399
2008-04-24,-0.017224117593371124
2008-04-25,-0.03399254925696016
2008-04-28,-0.01048162839952791
2008-04-29,0.009016141434082338
2008-04-30,0.010033783259166396
2008-05-01,0.0020328953829801596
2008-05-02,0.002782728880465646
2008-05-05,-0.022150127203545724
2008-05-06,0.000780383354347291
2008-05-07,0.010305825687166738
2008-05-08,0.0015920195537094451
2008-05-09,0.003538718022189392
2008-05-12,-0.009712844024333455
2008-05-13,0.004938733416034927
2008-05-14,-0.0066603294870610135
2008-05-15,0.011589943548453507
2008-05-16,0.004214390979008154
2008-05-19,-0.003982703829733469
2008-05-20,-0.007238149603567634
2008-05-21,0.006980780227767689
2008-05-22,-0.018494148262356895
2008-05-23,-0.006609391133728958
2008-05-27,-0.0051322529082089355
2008-05-28,0.006811053724047533
2008-05-29,-0.013706074261557231
2008-05-30,0.013930496000614443
2008-06-02,0.01103040482192935
2008-06-03,0.005307329420437411
2008-06-04,0.009287598222553876
2008-06-05,0.040718630611917564
2008-06-06,0.03380431538551412
2008-06-09,-0.004064466177075102
2008-06-10,-0.009312167421280338
2008-06-11,0.0279921385289552
2008-06-12,0.013048586531860808
2008-06-13,-0.0091528104004184
2008-06-16,-0.019830218655315823
2008-06-17,-0.0011673002865418831
2008-06-18,-0.00934142932498172
2008-06-19,-0.017770973045042694
2008-06-20,-0.016697809907568462
2008-06-23,-0.002066223319172167
2008-06-24,0.0018174061453220874
2008-06-25,0.011253135514824875
2008-06-26,0.027708820475111296
2008-06-27,0.0013834723639410292
2008-06-30,-0.0054238606616456644
2008-07-01,-0.0108725038041034
2008-07-02,0.0074323417965961565
2008-07-03,0.011549539579507818
2008-07-07,-0.019373090968707853
2008-07-08,-0.026803262187336616
2008-07-09,-0.018575048978714783
2008-07-10,0.011133810822291656
2008-07-11,-0.006103409056955877
2008-07-14,0.0035201173553579324
2008-07-15,-0.03802392644214832
2008-07-16,-0.004955335014218788
2008-07-17,-0.025394030569880526
2008-07-18,-0.012689022694663387
2008-07-21,-0.011318229012289004
2008-07-22,-0.013763302800873277
2008-07-23,-0.025206401217781574
2008-07-24,-0.010877912881907606
2008-07-25,-0.01146524279444612
2008-07-28,0.012936862756983733
2008-07-29,-0.017804991256062188
2008-07-30,0.004222476261749963
2008-07-31,-0.03111446612948372
2008-08-01,-0.011157425824163451
2008-08-04,-0.03796382014884019
2008-08-05,-0.014661890203744156
2008-08-06,-0.03283900543078848
2008-08-07,0.005174327981852999
2008-08-08,-0.038758296755488295
2008-08-11,0.0074056628747836365
2008-08-12,0.015723597842061943
2008-08-13,0.025925898776423133
2008-08-14,-0.005547210252996051
2008-08-15,0.012861845298251098
2008-08-18,0.02115672992378743
2008-08-19,0.0054965048917407396
2008-08-20,0.017035451633132692
2008-08-21,0.015925934379909436
2008-08-22,-0.020293791320067724
2008-08-25,0.00424325871443616
2008-08-26,0.017150276221575233
2008-08-27,0.014052617658356305
2008-08-28,-0.0035759524667298643
2008-08-29,-0.0041593790334469635
2008-09-02,-0.03822921443243188
2008-09-03,-0.006653591297165673
2008-09-04,-0.006599247769125017
2008-09-05,0.0019360795622181735
2008-09-08,0.0103444375353817
2008-09-09,-0.0029404344250757433
2008-09-10,-0.009836714567568853
2008-09-11,-0.013945340688631647
2008-09-12,0.01874071964153945
2008-09-15,-0.031501572219801585
2008-09-16,-0.02092607854449722
2008-09-17,0.04002580179437751
2008-09-18,-0.00213284032915233
2008-09-19,0.018374629683024345
2008-09-22,0.048418228948711055
2008-09-23,-0.021593296965655775
2008-09-24,0.0006150734343323141
2008-09-25,0.0028887346845561045
2008-09-26,-0.0051384374199722645
2008-09-29,-0.026070824190633175
2008-09-30,0.003563692245801599
2008-10-01,-0.01721191625188578
2008-10-02,0.012850872824415683
2008-10-03,-0.008375828896185378
2008-10-06,-0.01308776898404056
2008-10-07,-0.003635058021789029
2008-10-08,-0.002643383094658391
2008-10-09,-0.012446716308703731
2008-10-10,-0.018429403818428412
2008-10-13,0.002062179962398856
2008-10-14,-0.023853331209319095
2008-10-15,0.0006796339307967786
2008-10-16,-0.027156467013358235
2008-10-17,0.011377569856044703
2008-10-20,0.025013588667352954
2008-10-21,-0.01656628246834184
2008-10-22,-0.013254147122024598
2008-10-23,0.015421081400016435
2008-10-24,-0.015737707499362943
2008-10-27,-0.01580902428553828
2008-10-28,0.008450379509171935
2008-10-29,-0.0074213859931823905
2008-10-30,0.002755839414625383
2008-10-31,-0.0049632474672259615
2008-11-03,-0.022228846960057065
2008-11-04,-0.007530156720359838
2008-11-05,0.00336266524978608
2008-11-06,0.002493724163861665
2008-11-07,0.025728961890695984
2008-11-10,-0.01603357570919195
2008-11-11,0.028164911185984673
2008-11-12,-0.007207107350885102
2008-11-13,0.01927259099419381
2008-11-14,-0.020193613508713765
2008-11-17,0.02451333787623813
2008-11-18,-0.0047292911329511736
2008-11-19,0.0006707151794339791
2008-11-20,0.016145539432468707
2008-11-21,-0.033036785782688184
2008-11-24,-0.0417727559094077
2008-11-25,0.021704958726905813
2008-11-26,-0.019155200511193394
2008-11-28,0.01565833727249606
2008-12-01,0.02091886771968915
2008-12-02,0.008850257020742913
2008-12-03,-0.002379591440910955
2008-12-04,0.025061337962796578
2008-12-05,0.019214025599952115
2008-12-08,-0.029103699148142644
2008-12-09,0.006078635583579196
2008-12-10,-0.006854089325128431
2008-12-11,-0.015631029890436545
2008-12-12,0.025021883868914043
2008-12-15,0.040444218422393055
2008-12-16,0.009868204539550155
2008-12-17,-0.008056491724887406
2008-12-18,0.020668919218546036
2008-12-19,-0.02296880524600411
2008-12-22,0.01006882903555448
2008-12-23,0.039275587075205544
2008-12-24,0.01725736257491657
2008-12-26,-0.03126996994442908
2008-12-29,-0.037600586841039334
2008-12-30,-0.007067608867757836
2008-12-31,-0.02298241936411909
2009-01-02,-0.040338116693522136
2009-01-05,-0.04507319647022099
2009-01-06,-0.015526511507074688
2009-01-07,0.05655062759711452
2009-01-08,0.005434531294944776
2009-01-09,-0.014669253796271042
2009-01-12,0.023609429682174658
2009-01-13,-0.024702527382939383
2009-01-14,-0.005677210738505625
2009-01-15,0.02067459719644191
2009-01-16,0.005038877922121189
2009-01-20,0.02238950541939613
2009-01-21,-0.022393369291950644
2009-01-22,0.023404670948355986
2009-01-23,-0.03718224094317176
2009-01-26,-0.009469248344816529
2009-01-27,0.042114616936844554
2009-01-28,-0.02459274261913051
2009-01-29,0.005271483256479947
2009-01-30,0.0025940935628350204
2009-02-02,0.053637733444830284
2009-02-03,-0.020121365762098446
2009-02-04,-0.01448253684940015
2009-02-05,-0.014502463559518055
2009-02-06,-0.004969217326145814
2009-02-09,0.0012852383198314508
2009-02-10,0.025905857597143478
2009-02-11,0.01749960969338291
2009-02-12,0.013747186133427115
2009-02-13,-0.006404789040141259
2009-02-17,0.06902952138191262
2009-02-18,0.00841710439748551
2009-02-19,-0.042579644694717825
2009-02-20,-0.0021547524508250607
2009-02-23,0.000220076506306066
2009-02-24,-0.030579627051132683
2009-02-25,-0.034642235718511126
2009-02-26,-0.048672931620617255
2009-02-27,0.02677424963387978
2009-03-02,-0.0074045176095926995
2009-03-03,-0.026450314539383245
2009-03-04,-0.02156230314396943
2009-03-05,0.01832465485491166
2009-03-06,-0.010023516866024675
2009-03-09,-0.006495838608316373
2009-03-10,-0.007980888033004032
2009-03-11,0.034792477170058095
2009-03-12,-0.0158529356425144
2009-03-13,0.006747511492811009
2009-03-16,-0.009095544296416883
2009-03-17,-0.001702179873715659
2009-03-18,0.01702949966902423
2009-03-19,-0.029052667759284792
2009-03-20,-0.008494659338758682
2009-03-23,-0.026055011651150095
2009-03-24,-0.002661800260043079
2009-03-25,-0.0013894956998695466
2009-03-26,-0.009131693159084998
2009-03-27,0.017965180324972452
2009-03-30,0.017403925828964283
2009-03-31,-0.010373791382477652
2009-04-01,0.013406965233787715
2009-04-02,-0.045799451471912604
2009-04-03,-0.01633391569608662
2009-04-06,-0.009234948058716382
2009-04-07,0.028645614995215098
2009-04-08,-0.012636776411108296
2009-04-09,-0.01994656576567231
2009-04-13,0.02168736160387126
2009-04-14,-0.014637042633622779
2009-04-15,-0.008093069333997185
2009-04-16,0.03571507097607556
2009-04-17,-0.00511683435503385
2009-04-20,0.04954223824360181
2009-04-21,0.005365729741473113
2009-04-22,-0.002554196253900343
2009-04-23,0.01932143589300845
2009-04-24,-0.01604156687786544
2009-04-27,0.007061979933989694
2009-04-28,-0.002252718698205246
2009-04-29,-0.033131106071942945
2009-04-30,-0.012276653313207708
2009-05-01,-0.04736500020336567
2009-05-04,-0.03267445200621053
2009-05-05,0.023703518059647655
2009-05-06,-0.04401482105020216
2009-05-07,-0.003588015138665402
2009-05-08,-0.019568544097712585
2009-05-11,0.013254271491853896
2009-05-12,-0.01180760428263683
2009-05-13,0.0024463257075837625
2009-05-14,-0.0012653608460194026
2009-05-15,0.027459878782420424
2009-05-18,-0.029854477608572048
2009-05-19,0.0020557504728036854
2009-05-20,-0.016935383012264025
2009-05-21,0.03785699580334476
2009-05-22,0.00456179249791422
2009-05-26,-0.006834428217098454
2009-05-27,-0.002309328767723628
2009-05-28,-0.0350438367098529
2009-05-29,-0.00798270519239428
2009-06-01,-0.037805536872291504
2009-06-02,-0.011979328131682811
2009-06-03,0.020700246810480043
2009-06-04,-0.011557760810698928
2009-06-05,-0.01234915245157118
2009-06-08,0.007531861319179111
2009-06-09,-0.007868621536561628
2009-06-10,-0.013144798676985368
2009-06-11,-0.009902402904905874
2009-06-12,-7.731718535195463e-05
2009-06-15,-0.03469666943587573
2009-06-16,0.0034662341747454307
2009-06-17,-0.01207248985648468
2009-06-18,0.017834952362082324
2009-06-19,0.007156489678030424
2009-06-22,0.029745725929638228
2009-06-23,0.0001547519111545913
2009-06-24,0.0214095973858679
2009-06-25,-0.010175279201248742
2009-06-26,0.002513652244867437
2009-06-29,-0.0007826105168826248
2009-06-30,0.01163150809404445
2009-07-01,0.01993558197528444
2009-07-02,0.01670595798977215
2009-07-06,0.018426000037022307
2009-07-07,-0.0050045772543195755
2009-07-08,0.015484920392356338
2009-07-09,-0.0012788754917361306
2009-07-10,0.00045963851120034427
2009-07-13,0.01308683166938205
2009-07-14,-0.015973944503337157
2009-07-15,-0.010633473614435895
2009-07-16,-0.046933024631659145
2009-07-17,-0.00450442672729401
2009-07-20,0.01066589118362473
2009-07-21,-0.009615619485884963
2009-07-22,-0.005035919363463414
2009-07-23,0.006059466211450059
2009-07-24,-0.010825549581700768
2009-07-27,0.002876702029466217
2009-07-28,0.010124570497443088
2009-07-29,0.031949342794751076
2009-07-30,-0.038464006343615825
2009-07-31,0.005922571664383678
2009-08-03,-0.033518737933065874
2009-08-04,0.0026939655521328156
2009-08-05,-0.0016460867714055858
2009-08-06,0.02623125572988008
2009-08-07,0.03663612836371471
2009-08-10,-0.0014241881236212164
2009-08-11,0.02292196220838192
2009-08-12,0.015099377008966642
2009-08-13,0.0018361906070087709
2009-08-14,0.009526538661870363
2009-08-17,-0.051367205100583346
2009-08-18,-0.006994567964275779
2009-08-19,-0.012390076452763734
2009-08-20,0.02074857003008799
2009-08-21,0.008635356077014269
2009-08-24,-0.005681822351612234
2009-08-25,0.035242539038060745
2009-08-26,0.009716784114633392
2009-08-27,0.008273492656331325
2009-08-28,0.0010305121752068442
2009-08-31,0.019982274596211047
2009-09-01,0.01615807274032161
2009-09-02,0.02089716565471267
2009-09-03,0.01373628206193851
2009-09-04,-0.014384169433896645
2009-09-08,-0.0205472696864629
2009-09-09,0.005950259443129369
2009-09-10,-0.021539145819774452
2009-09-11,0.02203881977387587
2009-09-14,-0.028874196061785366
2009-09-15,-0.04695459830045659
2009-09-16,-0.01602356956874107
2009-09-17,0.01696991537643604
2009-09-18,-0.023073951951995044
2009-09-21,0.02038822186333338
2009-09-22,-0.010787047009981877
2009-09-23,-0.008913674033792996
2009-09-24,-0.007857061224149687
2009-09-25,0.0021973282800250354
2009-09-28,0.022137278981241716
2009-09-29,-0.0600284300026022
2009-09-30,-0.0057114991674931835
2009-10-01,0.009448643341482321
2009-10-02,-0.019893768115075396
2009-10-05,0.010787730960061472
2009-10-06,0.00012986315427177052
2009-10-07,0.005739737768331766
2009-10-08,-0.013527161785402855
2009-10-09,0.0009886978748334416
2009-10-12,-0.030884276756780134
2009-10-13,0.0157259260265487
2009-10-14,0.009875238456197286
2009-10-15,-0.022197712936311273
2009-10-16,-0.01384295759864398
2009-10-19,-0.012321570821451779
2009-10-20,-0.01835835569241835
2009-10-21,-0.010607418663896473
2009-10-22,-0.008949183754633274
2009-10-23,0.016348409667096386
2009-10-26,0.020079341488755825
2009-10-27,-0.009161092845636357
2009-10-28,0.01752545327478494
2009-10-29,-0.03662412625090684
2009-10-30,0.017469109103663755
2009-11-02,-0.020767363635763276
2009-11-03,0.009848660785943599
2009-11-04,0.008686082957829423
2009-11-05,-0.003785726777375033
2009-11-06,0.019401145978860782
2009-11-09,-0.02239958630739962
2009-11-10,-0.007750097168297556
2009-11-11,0.012612407463780607
2009-11-12,0.004577608441887993
2009-11-13,-0.0036045330406687904
2009-11-16,0.0011912492654282904
2009-11-17,-0.00857803126498935
2009-11-18,0.028941798689055824
2009-11-19,-0.01096381351864375
2009-11-20,-0.0013873930808775857
2009-11-23,-0.001514473485054491
2009-11-24,0.008500943322264233
2009-11-25,-0.034907650236470376
2009-11-27,-0.009074504662148986
2009-11-30,0.007321829073871956
2009-12-01,0.015006333438737416
2009-12-02,0.012682408632361343
2009-12-03,0.011630268616140249
2009-12-04,-0.023006333117960832
2009-12-07,-0.021485484644006077
2009-12-08,-0.01624882558265932
2009-12-09,0.008488650110707386
2009-12-10,-0.012413191938281899
2009-12-11,0.008425582819471455
2009-12-14,0.0035834841373395096
2009-12-15,-0.028728234666570488
2009-12-16,0.02681826292526626
2009-12-17,-0.011409086327278417
2009-12-18,-0.001127836219275746
2009-12-21,-0.0012388323083569082
2009-12-22,0.0008464389986287055
2009-12-23,0.00025848335610927347
2009-12-24,0.030096372701297322
2009-12-28,-0.01419930738599282
2009-12-29,-0.005722661754363444
2009-12-30,0.0039097023071595904
2009-12-31,0.003410581018934566
2010-01-04,0.0075122055368369075
2010-01-05,0.009562221776883864
2010-01-06,0.0033249157190581077
2010-01-07,0.004382794983983351
2010-01-08,-0.005982674538983401
2010-01-11,0.010044968569888967
2010-01-12,0.008058331497951097
2010-01-13,-0.004761869194419878
2010-01-14,0.006755555069476981
2010-01-15,-0.0072500583781332836
2010-01-19,0.028914649464757813
2010-01-20,-0.012996395296003029
2010-01-21,-0.023870810408274903
2010-01-22,-0.012180382731445328
2010-01-25,0.02482896305093023
2010-01-26,0.005370789959072476
2010-01-27,-0.00980691063266206
2010-01-28,-0.007699241604355734
2010-01-29,0.008583181137393826
2010-02-01,0.00763588450105413
2010-02-02,0.009379244541189302
2010-02-03,0.0034466776311545396
2010-02-04,-0.03938762887933842
2010-02-05,-0.033862190683538115
2010-02-08,0.004615276322760353
2010-02-09,0.026771320183404376
2010-02-10,-0.012923693310130855
2010-02-11,0.016920377562751776
2010-02-12,-0.005018363478848675
2010-02-16,0.008564661694445032
2010-02-17,0.0029254288762865953
2010-02-18,0.023655437664688892
2010-02-19,0.011645953687117405
2010-02-22,-0.018245100006193147
2010-02-23,-0.009674138343357732
2010-02-24,0.009741285024137025
2010-02-25,-0.002506192430994904
2010-02-26,0.00660062019912604
2010-03-01,-0.0048953922182811554
2010-03-02,0.007128322075010931
2010-03-03,-2.7081857013344765e-05
2010-03-04,0.00767308092952337
2010-03-05,0.0254832796461155
2010-03-08,-0.013440667026078648
2010-03-09,-0.01325962942711363
2010-03-10,-0.000919246811959228
2010-03-11,-0.00046011387106592604
2010-03-12,0.0006032640770305743
2010-03-15,-0.024754518431180574
2010-03-16,-0.004209290742982419
2010-03-17,-0.0058892584991304675
2010-03-18,0.0013861703145830128
2010-03-19,-0.01199293533148862
2010-03-22,-0.007429664851508843
2010-03-23,-0.000465269932747404
2010-03-24,-0.001639539752015185
2010-03-25,0.006477902088137522
2010-03-26,-0.004771686902339556
2010-03-29,0.019550931886574398
2010-03-30,-0.006279468272520751
2010-03-31,0.01759990518078027
2010-04-01,0.009072789089281146
2010-04-05,0.019095151405236724
2010-04-06,-0.011805715147703543
2010-04-07,-0.011585126782827972
2010-04-08,-0.003811437178634458
2010-04-09,0.007676120559029555
2010-04-12,-0.009603524004591347
2010-04-13,0.0036798450327754748
2010-04-14,0.016540736278996153
2010-04-15,-0.020196092509279742
2010-04-16,-0.03750352908904409
2010-04-19,0.026410660626785612
2010-04-20,-0.0077004932736445715
2010-04-21,-0.0021389874953526176
2010-04-22,-0.024306725376813536
2010-04-23,0.010205248321637963
2010-04-26,0.0034430334061752673
2010-04-27,-0.017592926714663035
2010-04-28,-0.01058549403822624
2010-04-29,0.0008986535489529986
2010-04-30,-0.004534866799567317
2010-05-03,0.012262002310369944
2010-05-04,-0.04679317426134897
2010-05-05,-0.02512717195089116
2010-05-06,-0.0061694372318573006
2010-05-07,-0.015577834080597854
2010-05-10,0.030462735706548096
2010-05-11,-0.0034985253702393805
2010-05-12,0.004985047546909515
2010-05-13,0.001178479944566746
2010-05-14,-0.015733043860164365
2010-05-17,-0.03623340609898244
2010-05-18,0.0025022587558449555
2010-05-19,-0.028232144722425967
2010-05-20,-0.042296497403284186
2010-05-21,0.026487789072498356
2010-05-24,0.013018871993950243
2010-05-25,-0.015397712956214329
2010-05-26,0.01735913020823072
2010-05-27,0.024767602063930118
2010-05-28,0.010668943525100751
2010-06-01,-0.0014024394871211669
2010-06-02,0.00778973680189372
2010-06-03,-0.021354588821987333
2010-06-04,-0.022235593903206355
2010-06-07,-0.00033287512238351375
2010-06-08,0.0026626072906096084
2010-06-09,0.011522560248118308
2010-06-10,-0.0010098649862520627
2010-06-11,-0.021798844101073692
2010-06-14,0.005176978386815767
2010-06-15,0.01738740692347942
2010-06-16,-0.00487684603606502
2010-06-17,0.0026879402706979196
2010-06-18,0.0019262253787116325
2010-06-21,0.00586872424475251
2010-06-22,-0.00039163161083777276
2010-06-23,-0.0067462421959505045
2010-06-24,-0.0078836193344054
2010-06-25,0.016853004872916032
2010-06-28,-0.003252741610812837
2010-06-29,-0.021021305333518273
2010-06-30,-0.040651203574015374
2010-07-01,-0.022250624652146393
2010-07-02,-0.009694857548728054
2010-07-06,0.003063692994705081
2010-07-07,-0.021958292493955336
2010-07-08,-0.02306777727708256
2010-07-09,0.00316929321832977
2010-07-12,-0.014898328988680312
2010-07-13,0.006711631401129491
2010-07-14,-0.012124572951735349
2010-07-15,-0.020299412683286184
2010-07-16,0.0034246859496220843
2010-07-19,0.0003523022154531933
2010-07-20,0.012414169821821645
2010-07-21,0.00243903380884487
2010-07-22,0.005071804422571446
2010-07-23,0.00668603527615772
2010-07-26,0.012493986926083304
2010-07-27,-0.010528751472286402
2010-07-28,-0.025626897353086698
2010-07-29,-0.007798161751273013
2010-07-30,-0.012857313409687344
2010-08-02,-0.0011763956017964393
2010-08-03,0.010725053203799906
2010-08-04,-0.020557550113055115
2010-08-05,-0.016931323768662975
2010-08-06,0.017974077757088237
2010-08-09,0.009552771704305373
2010-08-10,0.006281435884312804
2010-08-11,0.0019678631880407638
2010-08-12,-0.001757274984244628
2010-08-13,0.0006041717115296875
2010-08-16,0.02179584141394378
2010-08-17,-0.004750457586811051
2010-08-18,0.0014926394313012235
2010-08-19,0.0026275883971146547
2010-08-20,-0.000924809128777615
2010-08-23,-0.0019222932453605733
2010-08-24,-0.0012558323591472605
2010-08-25,0.015142999641035004
2010-08-26,0.0036510221465314136
2010-08-27,-0.0031103974313478008
2010-08-30,0.003887514667926518
2010-08-31,0.011036502580893793
2010-09-01,0.00633656995328365
2010-09-02,0.0023372436342835807
2010-09-03,0.013620616032591348
2010-09-07,-0.020627323436264104
2010-09-08,-0.00678767467229151
2010-09-09,0.0019132006293281609
